,date,close,ticker,epssurprisepct,close_change
39,2008-04-23,5.817500114440918,AAPL,8.1,2.0873049270904387
40,2008-07-21,5.938929080963135,AAPL,10.4,-44.98166455329765
41,2008-10-21,3.2674999237060547,AAPL,13.3,-9.465520623006917
42,2009-01-21,2.958214044570923,AAPL,28.26,46.698073099907965
43,2009-04-22,4.3396430015563965,AAPL,22.05,24.689307893040358
44,2009-07-21,5.411070823669434,AAPL,15.05,25.31186997910968
45,2009-10-19,6.78071403503418,AAPL,27.8,6.957763146310025
46,2010-01-25,7.252500057220459,AAPL,76.0,20.446152576712272
47,2010-04-20,8.735357284545898,AAPL,36.1,2.984578292312645
48,2010-07-20,8.996070861816406,AAPL,12.68,26.245597400802122
49,2010-10-18,11.35714340209961,AAPL,13.65,7.1226320507777885
50,2011-01-18,12.166070938110352,AAPL,19.03,0.5166633351754601
51,2011-04-20,12.228928565979004,AAPL,19.09,10.058121521230557
52,2011-07-19,13.458929061889648,AAPL,33.58,12.044575421729764
53,2011-10-18,15.079999923706055,AAPL,-4.54,-0.4334032399377574
54,2012-01-24,15.014642715454102,AAPL,36.46,33.26990597176294
55,2012-04-24,20.010000228881836,AAPL,22.55,7.253519992321045
56,2012-07-24,21.461429595947266,AAPL,-10.12,1.4344599212404496
57,2012-10-25,21.769285202026367,AAPL,-0.91,-15.672471990099336
58,2013-01-23,18.357500076293945,AAPL,2.52,-20.987915674982183
59,2013-04-23,14.504643440246582,AAPL,0.88,3.1664738121696123
60,2013-07-23,14.963929176330566,AAPL,2.05,26.466021495247816
61,2013-10-28,18.924285888671875,AAPL,3.82,3.89144040341165
62,2014-01-27,19.66071319580078,AAPL,3.08,-4.677559179020008
63,2014-04-23,18.741071701049805,AAPL,13.99,26.353501458773643
64,2014-07-22,23.68000030517578,AAPL,3.98,5.3209468439340935
65,2014-10-20,24.940000534057617,AAPL,8.81,9.402563204247748
66,2015-01-27,27.28499984741211,AAPL,17.51,21.54113490774472
67,2015-04-27,33.162498474121094,AAPL,7.92,-1.4323362110118643
68,2015-07-21,32.6875,AAPL,2.15,-12.390055027336278
69,2015-10-27,28.637500762939453,AAPL,4.26,-12.710610912345022
70,2016-01-26,24.997499465942383,AAPL,1.64,4.360436747175256
71,2016-04-26,26.087499618530273,AAPL,-4.9,-7.35984706993592
72,2016-07-26,24.167499542236328,AAPL,2.6,22.32337047668129
73,2016-10-25,29.5625,AAPL,0.85,2.6215631916457482
74,2017-01-31,30.337499618530273,AAPL,4.54,21.55747537013253
75,2017-05-02,36.877498626708984,AAPL,3.96,1.721923015056559
76,2017-08-01,37.51250076293945,AAPL,6.23,12.035986132145693
77,2017-11-02,42.02750015258789,AAPL,10.87,-0.1963011301270412
78,2018-02-01,41.94499969482422,AAPL,0.86,0.7867489175245046
79,2018-05-01,42.275001525878906,AAPL,2.13,12.531038685856455
80,2018-07-31,47.5724983215332,AAPL,7.29,16.77965687168752
81,2018-11-01,55.55500030517578,AAPL,4.6,-30.39330761133553
82,2019-01-29,38.66999816894531,AAPL,0.29,29.732355618584716
83,2019-04-30,50.16749954223633,AAPL,4.24,4.041461446331263
84,2019-07-30,52.19499969482422,AAPL,3.81,16.514989907624322
85,2019-10-30,60.814998626708984,AAPL,6.76,30.596896166779587
86,2020-01-28,79.42250061035156,AAPL,9.76,-7.51991389872072
87,2020-04-30,73.44999694824219,AAPL,12.92,30.959845388677422
88,2020-07-30,96.19000244140625,AAPL,26.22,19.887718856303117
89,2020-10-29,115.31999969482422,AAPL,4.29,23.187649960572855
90,2021-01-27,142.05999755859375,AAPL,18.98,-5.969305837867145
91,2021-04-28,133.5800018310547,AAPL,41.84,9.87423436188324
92,2021-07-27,146.77000427246094,AAPL,29.1,3.9517632233564637
93,2021-10-28,152.57000732421875,AAPL,0.32,4.35865083387772
94,2022-01-27,159.22000122070312,AAPL,11.17,2.7760319903644026
95,2022-04-28,163.63999938964844,AAPL,6.44,0.0
96,1998-07-22,17.890625,AMGN,11.18,8.471615720524017
97,1998-10-27,19.40625,AMGN,5.32,54.025764895330106
98,1999-01-28,29.890625,AMGN,6.03,15.42080501829588
99,1999-04-20,34.5,AMGN,4.5,-3.8949275362318847
100,1999-07-12,33.15625,AMGN,10.62,29.87747408105561
101,1999-10-20,43.0625,AMGN,14.37,61.103047895500715
102,2000-01-25,69.375,AMGN,4.89,-21.71171171171171
103,2000-04-25,54.3125,AMGN,0.26,27.73302646720368
104,2000-07-26,69.375,AMGN,4.21,-1.2612612612612595
105,2000-10-26,68.5,AMGN,8.92,0.8211678832116709
106,2001-01-24,69.0625,AMGN,-4.86,-19.07330405118778
107,2001-04-26,55.88999938964844,AMGN,4.09,3.274292093468212
108,2001-07-26,57.720001220703125,AMGN,6.04,0.9182237839364005
109,2001-10-25,58.25,AMGN,2.04,0.36051344973846433
110,2002-01-23,58.459999084472656,AMGN,-1.76,-5.576459754682206
111,2002-04-25,55.20000076293945,AMGN,1.0,-32.80797166675109
112,2002-07-24,37.09000015258789,AMGN,9.61,34.80722511270018
113,2002-10-23,50.0,AMGN,7.74,7.000000000000006
114,2003-01-23,53.5,AMGN,-0.68,13.906539489175662
115,2003-04-22,60.939998626708984,AMGN,6.52,13.111260023830894
116,2003-07-22,68.93000030517578,AMGN,6.87,-7.65994306676423
117,2003-10-21,63.650001525878906,AMGN,4.29,-3.424980758703411
118,2004-01-22,61.470001220703125,AMGN,-3.63,-7.044089385175322
119,2004-04-22,57.13999938964844,AMGN,3.04,-1.8200926262448514
120,2004-07-22,56.099998474121094,AMGN,4.01,0.5525871331957699
121,2004-10-20,56.40999984741211,AMGN,2.54,9.165045200544819
122,2005-01-27,61.58000183105469,AMGN,-5.64,-3.783698866146623
123,2005-04-21,59.25,AMGN,6.95,19.021091380702803
124,2005-07-19,70.5199966430664,AMGN,21.98,10.734543470186786
125,2005-10-19,78.08999633789062,AMGN,3.05,-7.926744912662043
126,2006-01-26,71.9000015258789,AMGN,-0.68,-1.2934635402490846
127,2006-04-18,70.97000122070312,AMGN,2.06,-9.933778963640783
128,2006-07-20,63.91999816894531,AMGN,11.7,14.784112716429764
129,2006-10-23,73.37000274658203,AMGN,6.52,2.01716733288253
130,2007-01-25,74.8499984741211,AMGN,-4.93,-16.9138277962547
131,2007-04-23,62.189998626708984,AMGN,0.04,-9.69609087064226
132,2007-07-26,56.15999984741211,AMGN,5.43,3.5078369409822896
133,2007-10-24,58.130001068115234,AMGN,4.6,-20.66059163177626
134,2008-01-24,46.119998931884766,AMGN,3.15,-8.065909566693552
135,2008-04-24,42.400001525878906,AMGN,7.33,42.6415032209899
136,2008-07-28,60.47999954223633,AMGN,11.94,-17.82407219062335
137,2008-10-22,49.70000076293945,AMGN,13.42,9.476859179416408
138,2009-01-26,54.40999984741211,AMGN,-0.54,-13.949641929559553
139,2009-04-23,46.81999969482422,AMGN,-5.7,29.794961242773297
140,2009-07-27,60.77000045776367,AMGN,10.82,-2.2544000683971332
141,2009-10-21,59.400001525878906,AMGN,17.6,-6.212125162654447
142,2010-01-25,55.709999084472656,AMGN,-5.9,5.385029706159439
143,2010-04-21,58.709999084472656,AMGN,5.48,-9.095554821768326
144,2010-07-29,53.369998931884766,AMGN,6.31,8.581603752512844
145,2010-10-25,57.95000076293945,AMGN,7.34,-1.1389125776063769
146,2011-01-24,57.290000915527344,AMGN,5.52,-1.9375119438176158
147,2011-04-20,56.18000030517578,AMGN,3.85,-2.6343886333157873
148,2011-07-29,54.70000076293945,AMGN,6.67,7.769652542453853
149,2011-10-24,58.95000076293945,AMGN,8.13,15.487703053356139
150,2012-01-26,68.08000183105469,AMGN,-1.17,0.807866344845487
151,2012-04-24,68.62999725341797,AMGN,10.67,15.532571890899316
152,2012-07-26,79.29000091552734,AMGN,18.63,10.12737884547603
153,2012-10-23,87.31999969482422,AMGN,13.27,-4.8671553078943885
154,2013-01-23,83.06999969482422,AMGN,1.45,35.74094444502101
155,2013-04-23,112.76000213623047,AMGN,6.8,-1.383473890062159
156,2013-07-30,111.19999694824219,AMGN,8.54,4.505397728169336
157,2013-10-22,116.20999908447266,AMGN,9.54,3.8636932270395885
158,2014-01-28,120.69999694824219,AMGN,8.05,-1.1598955525116583
159,2014-04-22,119.30000305175781,AMGN,-3.64,3.361269408430956
160,2014-07-29,123.30999755859375,AMGN,14.74,20.18489975058295
161,2014-10-27,148.1999969482422,AMGN,8.85,7.213227167028657
162,2015-01-27,158.88999938964844,AMGN,5.31,6.0230394367049245
163,2015-04-21,168.4600067138672,AMGN,18.21,1.9173664957910619
164,2015-07-30,171.69000244140625,AMGN,5.89,-5.253657256798783
165,2015-10-28,162.6699981689453,AMGN,14.43,-8.803093518546223
166,2016-01-28,148.35000610351562,AMGN,13.78,8.230529796242969
167,2016-04-28,160.55999755859375,AMGN,11.5,6.302936765737299
168,2016-07-27,170.67999267578125,AMGN,3.76,-5.923357033865784
169,2016-10-27,160.57000732421875,AMGN,8.09,-0.6165569209728328
170,2017-02-02,159.5800018310547,AMGN,3.66,3.1520232620513955
171,2017-04-26,164.61000061035156,AMGN,4.86,9.890042354008166
172,2017-07-25,180.88999938964844,AMGN,5.08,-1.8740667815174028
173,2017-10-25,177.5,AMGN,5.14,4.540843694982399
174,2018-02-01,185.55999755859375,AMGN,-4.68,-7.33994141861678
175,2018-04-24,171.94000244140625,AMGN,7.26,12.859137080614037
176,2018-07-26,194.0500030517578,AMGN,8.1,-2.561196156939771
177,2018-10-30,189.0800018310547,AMGN,6.93,1.6024956367433285
178,2019-01-29,192.11000061035156,AMGN,4.49,-6.657640542136168
179,2019-04-30,179.32000732421875,AMGN,2.39,-1.6004964637255759
180,2019-07-30,176.4499969482422,AMGN,10.65,18.4414900015367
181,2019-10-29,208.99000549316406,AMGN,3.77,8.210913418001509
182,2020-01-30,226.14999389648438,AMGN,5.05,5.779353383578378
183,2020-04-30,239.22000122070312,AMGN,10.82,6.709306483511868
184,2020-07-28,255.27000427246094,AMGN,11.11,-15.234848881084917
185,2020-10-28,216.3800048828125,AMGN,14.82,11.142434636420816
186,2021-02-02,240.49000549316406,AMGN,12.39,6.0875708159375375
187,2021-04-27,255.1300048828125,AMGN,-8.55,-4.331126421932751
188,2021-08-03,244.0800018310547,AMGN,7.06,-12.217308710469165
189,2021-11-02,214.25999450683594,AMGN,9.32,4.326521287278928
190,2022-02-07,223.52999877929688,AMGN,6.89,11.300494181891207
191,2022-04-27,248.7899932861328,AMGN,3.79,0.0
192,1998-04-23,30.070201873779297,AXP,3.86,9.460284219044613
193,1998-07-27,32.9149284362793,AXP,3.25,-21.88365559472958
194,1998-10-26,25.711938858032227,AXP,0.24,15.177299945454381
195,1999-01-25,29.614316940307617,AXP,0.0,35.16010215097083
196,1999-04-22,40.02674102783203,AXP,3.0,-0.5011450741796541
197,1999-07-26,39.826148986816406,AXP,0.87,5.036634404789342
198,1999-10-25,41.83204650878906,AXP,0.28,6.015692110720217
199,2000-01-24,44.348533630371094,AXP,0.15,-1.2746757142063303
200,2000-04-24,43.783233642578125,AXP,1.14,14.077476024420621
201,2000-07-24,49.946807861328125,AXP,1.45,-4.709752868194128
202,2000-10-23,47.59443664550781,AXP,-1.82,-17.24137737568805
203,2001-01-22,39.38850021362305,AXP,-0.62,-15.26666272172501
204,2001-07-23,33.37519073486328,AXP,1.96,-20.482561303977796
205,2001-10-22,26.53909683227539,AXP,-25.98,19.689969836418086
206,2002-01-28,31.764636993408203,AXP,2.56,16.809034420815692
207,2002-04-18,37.103965759277344,AXP,7.67,-31.65840785591485
208,2002-07-22,25.357440948486328,AXP,2.0,18.22575057154776
209,2002-10-28,29.97902488708496,AXP,2.17,-2.4233595329783197
210,2003-01-27,29.252525329589844,AXP,1.44,10.861768087993617
211,2003-04-24,32.429866790771484,AXP,2.03,21.484467954588094
212,2003-07-28,39.39725112915039,AXP,3.94,3.865816697978741
213,2003-10-27,40.9202766418457,AXP,1.49,8.98395218423036
214,2004-01-26,44.596534729003906,AXP,2.49,-0.33365797846051093
215,2004-04-22,44.44773483276367,AXP,6.45,-3.7022472329590883
216,2004-07-26,42.80216979980469,AXP,1.32,4.601227485960302
217,2004-10-25,44.7715950012207,AXP,-0.36,2.8347976267413033
218,2005-01-24,46.04077911376953,AXP,0.9,-1.9961946470197112
219,2005-04-26,45.1217155456543,AXP,-0.12,5.838987175512611
220,2005-07-25,47.75636672973633,AXP,3.97,3.7348615649196892
221,2005-10-24,49.540000915527344,AXP,1.48,3.8352799274699256
222,2006-01-23,51.439998626708984,AXP,1.69,0.6609645444495715
223,2006-04-24,51.779998779296875,AXP,0.99,-2.1629952844505973
224,2006-07-24,50.65999984741211,AXP,4.81,11.82392754936572
225,2006-10-23,56.650001525878906,AXP,2.99,2.488967006943499
226,2007-01-22,58.060001373291016,AXP,-0.62,1.53289591559993
227,2007-04-19,58.95000076293945,AXP,10.66,9.68617951699786
228,2007-07-23,64.66000366210938,AXP,2.75,-12.04764040987758
229,2007-10-22,56.869998931884766,AXP,5.96,-16.652009115295417
230,2008-01-28,47.400001525878906,AXP,0.38,-4.683546728349941
231,2008-04-24,45.18000030517578,AXP,4.1,-9.47321547230393
232,2008-07-21,40.900001525878906,AXP,-32.38,-40.46454896569477
233,2008-10-20,24.350000381469727,AXP,26.03,-37.57700381461887
234,2009-01-26,15.199999809265137,AXP,-5.73,37.96052352956123
235,2009-04-23,20.969999313354492,AXP,173.5,40.43873022058029
236,2009-07-23,29.450000762939453,AXP,-65.38,23.735136443751472
237,2009-10-22,36.439998626708984,AXP,42.64,15.697040165392885
238,2010-01-21,42.15999984741211,AXP,2.8,10.934536591642185
239,2010-04-22,46.77000045776367,AXP,15.04,-7.654483207216689
240,2010-07-22,43.189998626708984,AXP,7.98,-6.760820240312682
241,2010-10-21,40.27000045776367,AXP,4.14,13.70747552772742
242,2011-01-24,45.790000915527344,AXP,-2.68,2.6424963098490517
243,2011-04-20,47.0,AXP,4.4,10.829787558697635
244,2011-07-20,52.09000015258789,AXP,8.3,-11.441733666757447
245,2011-10-19,46.130001068115234,AXP,7.09,10.448730941295747
246,2012-01-19,50.95000076293945,AXP,2.58,13.915603623984808
247,2012-04-18,58.040000915527344,AXP,6.53,0.43073741567278834
248,2012-07-18,58.290000915527344,AXP,5.19,1.8528015086541672
249,2012-10-17,59.369998931884766,AXP,0.26,2.307567409852629
250,2013-01-17,60.7400016784668,AXP,0.29,5.581158184513146
251,2013-04-17,64.12999725341797,AXP,2.44,19.756754001208954
252,2013-07-17,76.80000305175781,AXP,4.18,-0.6250043461718424
253,2013-10-16,76.31999969482422,AXP,2.32,15.015722130892307
254,2014-01-16,87.77999877929688,AXP,-0.47,-0.4328973099821831
255,2014-04-16,87.4000015258789,AXP,2.65,4.931347234951211
256,2014-07-29,91.70999908447266,AXP,0.1,-11.754442140346754
257,2014-10-15,80.93000030517578,AXP,2.56,8.328182180098764
258,2015-01-21,87.66999816894531,AXP,-11.72,-7.710727327504929
259,2015-04-16,80.91000366210938,AXP,8.42,-2.3730141038653674
260,2015-07-22,78.98999786376953,AXP,7.49,-3.1396326048979017
261,2015-10-21,76.51000213623047,AXP,-5.42,-18.12835231906763
262,2016-01-21,62.63999938964844,AXP,9.53,3.7994847966286383
263,2016-04-20,65.0199966430664,AXP,7.65,-0.8305034051249827
264,2016-07-20,64.4800033569336,AXP,7.8,-5.009310156287805
265,2016-10-19,61.25,AXP,24.1,25.208167251275505
266,2017-01-19,76.69000244140625,AXP,-10.02,-1.4865032642546017
267,2017-04-19,75.55000305175781,AXP,4.93,13.739241342329045
268,2017-07-19,85.93000030517578,AXP,2.44,7.156989996552432
269,2017-10-18,92.08000183105469,AXP,1.63,8.449173137041587
270,2018-01-18,99.86000061035156,AXP,2.66,-4.716602298903261
271,2018-04-18,95.1500015258789,AXP,8.96,8.229113720954672
272,2018-07-18,102.9800033569336,AXP,0.93,-0.13595553940476401
273,2018-10-18,102.83999633789062,AXP,6.46,-3.2574859912619547
274,2019-01-17,99.48999786376953,AXP,-3.23,14.252689325204626
275,2019-04-18,113.66999816894531,AXP,1.26,9.809098007819884
276,2019-07-19,124.81999969482422,AXP,1.67,-6.4572965697002545
277,2019-10-18,116.76000213623047,AXP,2.36,15.715997035278505
278,2020-01-24,135.11000061035156,AXP,0.84,-38.44275198487922
279,2020-04-24,83.16999816894531,AXP,-71.25,14.620661211761066
280,2020-07-24,95.33000183105469,AXP,354.39,5.926782143455656
281,2020-10-23,100.9800033569336,AXP,-4.06,15.022774474787838
282,2021-01-26,116.1500015258789,AXP,34.76,24.26173046489122
283,2021-04-23,144.3300018310547,AXP,70.08,19.988907696749614
284,2021-07-23,173.17999267578125,AXP,67.87,8.026336611121309
285,2021-10-22,187.0800018310547,AXP,25.97,-7.467394207810052
286,2022-01-25,173.11000061035156,AXP,16.76,4.292064380789418
287,2022-04-22,180.5399932861328,AXP,11.98,0.0
288,1998-07-23,41.1875,BA,-21.21,-11.532625189681333
289,1998-10-22,36.4375,BA,30.79,-3.9451114922813058
290,1999-01-26,35.0,BA,7.4,19.107142857142854
291,1999-04-15,41.6875,BA,19.89,12.143928035982011
292,1999-07-15,46.75,BA,17.53,-6.68449197860963
293,1999-10-14,43.625,BA,19.01,9.169054441260748
294,2000-01-19,47.625,BA,13.87,-21.78477690288714
295,2000-04-19,37.25,BA,35.09,23.154362416107375
296,2000-07-19,45.875,BA,12.68,32.42506811989101
297,2000-10-18,60.75,BA,8.37,-0.2633742344232304
298,2001-02-14,60.59000015258789,BA,12.92,1.831986478884584
299,2001-04-20,61.70000076293945,BA,10.85,-7.406806545080668
300,2001-07-18,57.130001068115234,BA,4.59,-42.48205847016687
301,2001-10-18,32.86000061035156,BA,1.15,19.689595558512995
302,2002-01-23,39.33000183105469,BA,0.4,15.357225577500323
303,2002-04-17,45.369998931884766,BA,-12.25,-5.355962888216082
304,2002-07-17,42.939998626708984,BA,15.0,-28.970654458687417
305,2002-10-16,30.5,BA,0.6,0.5245896636462577
306,2003-01-30,30.65999984741211,BA,0.28,-8.21917961612898
307,2003-04-23,28.139999389648438,BA,35.0,16.169151868334097
308,2003-07-23,32.689998626708984,BA,44.25,17.773024219536126
309,2003-10-29,38.5,BA,30.35,9.87012788846895
310,2004-01-29,42.29999923706055,BA,8.81,4.089833506948648
311,2004-04-28,44.029998779296875,BA,74.56,11.310469407911828
312,2004-07-28,49.0099983215332,BA,59.22,2.224036298546417
313,2004-10-27,50.099998474121094,BA,38.44,4.251499267441039
314,2005-02-02,52.22999954223633,BA,321.09,14.22554158586089
315,2005-04-27,59.65999984741211,BA,20.73,11.800196310485678
316,2005-07-27,66.69999694824219,BA,14.04,-2.398798421779025
317,2005-10-26,65.0999984741211,BA,57.63,10.015367780773143
318,2006-02-01,71.62000274658203,BA,32.04,18.55626976523901
319,2006-04-26,84.91000366210938,BA,16.15,-5.900367353848268
320,2006-07-26,79.9000015258789,BA,5.55,1.2015007085597107
321,2006-10-25,80.86000061035156,BA,41.39,10.759333270557047
322,2007-01-31,89.55999755859375,BA,32.18,5.72800918117069
323,2007-04-25,94.69000244140625,BA,10.34,13.24321532601822
324,2007-07-25,107.2300033569336,BA,16.38,-12.095496423263397
325,2007-10-24,94.26000213623047,BA,15.62,-12.083597635810461
326,2008-01-30,82.87000274658203,BA,2.1,-0.941240959140166
327,2008-04-23,82.08999633789062,BA,19.06,-18.72334730522226
328,2008-07-23,66.72000122070312,BA,-5.74,-35.6864522447023
329,2008-10-22,42.90999984741211,BA,-3.77,0.7690557730789305
330,2009-01-28,43.2400016784668,BA,-110.25,-13.73728540895115
331,2009-04-22,37.29999923706055,BA,-4.03,12.600538496176771
332,2009-07-22,42.0,BA,16.94,20.547621590750566
333,2009-10-21,50.630001068115234,BA,-4.61,22.3187813523015
334,2010-01-27,61.93000030517578,BA,29.76,19.748108019808086
335,2010-04-21,74.16000366210938,BA,10.78,-9.223305865045317
336,2010-07-28,67.31999969482422,BA,5.28,6.0011897412975745
337,2010-10-20,71.36000061035156,BA,5.66,-1.877808234058187
338,2011-01-26,70.0199966430664,BA,0.27,8.711805764017644
339,2011-04-27,76.12000274658203,BA,11.22,-7.21230333036289
340,2011-07-27,70.62999725341797,BA,29.1,-5.762423691199081
341,2011-10-26,66.55999755859375,BA,32.78,13.912263335164265
342,2012-01-25,75.81999969482422,BA,30.13,1.6618334757346087
343,2012-04-25,77.08000183105469,BA,29.33,-3.9569317323614794
344,2012-07-25,74.02999877929688,BA,13.39,-1.7830605384169806
345,2012-10-24,72.70999908447266,BA,20.0,2.5856103384540585
346,2013-01-30,74.58999633789062,BA,7.39,21.772363977063748
347,2013-04-24,90.83000183105469,BA,16.63,17.747434539493856
348,2013-07-24,106.94999694824219,BA,5.96,20.635818563790508
349,2013-10-23,129.02000427246094,BA,16.35,0.5890516832033343
350,2014-01-29,129.77999877929688,BA,19.72,0.6549592475810773
351,2014-04-23,130.6300048828125,BA,12.88,-3.0008463996127555
352,2014-07-23,126.70999908447266,BA,11.64,-4.151213143584531
353,2014-10-22,121.44999694824219,BA,8.57,14.977359323572648
354,2015-01-28,139.63999938964844,BA,9.69,8.271271198969954
355,2015-04-22,151.19000244140625,BA,9.08,-3.1219003535186585
356,2015-07-22,146.47000122070312,BA,18.33,-3.604832890894083
357,2015-10-21,141.19000244140625,BA,13.72,-17.430413049652504
358,2016-01-27,116.58000183105469,BA,25.1,17.584491060231898
359,2016-04-27,137.0800018310547,BA,-4.66,-0.8170375709272704
360,2016-07-27,135.9600067138672,BA,52.33,7.046179831711141
361,2016-10-26,145.5399932861328,BA,34.02,14.992447664416497
362,2017-01-25,167.36000061035156,BA,5.11,8.574334399606865
363,2017-04-26,181.7100067138672,BA,3.82,28.47393556913367
364,2017-07-26,233.4499969482422,BA,10.77,10.69608773009676
365,2017-10-25,258.4200134277344,BA,2.22,37.12947012762422
366,2018-01-31,354.3699951171875,BA,5.85,-3.248020409238861
367,2018-04-25,342.8599853515625,BA,40.87,3.8091432754336685
368,2018-07-25,355.9200134277344,BA,2.12,-0.35682723177573594
369,2018-10-24,354.6499938964844,BA,3.08,9.324688536120851
370,2019-01-30,387.7200012207031,BA,19.78,-3.1620782335255893
371,2019-04-24,375.4599914550781,BA,-0.03,-3.736749347094015
372,2019-07-24,361.42999267578125,BA,12.97,-5.790884292924847
373,2019-10-23,340.5,BA,-30.52,-5.427316001858484
374,2020-01-29,322.0199890136719,BA,-258.72,-56.8349777211816
375,2020-04-29,139.0,BA,-5.72,19.431650724342408
376,2020-07-29,166.00999450683594,BA,-88.51,-10.76440919733399
377,2020-10-28,148.13999938964844,BA,44.84,30.977453475577033
378,2021-01-27,194.02999877929688,BA,-133.3,21.35237241417276
379,2021-04-28,235.4600067138672,BA,-31.78,-1.6520849735537468
380,2021-07-28,231.57000732421875,BA,148.25,-10.77860082239448
381,2021-10-27,206.61000061035156,BA,-203.03,-5.972603601682758
382,2022-01-26,194.27000427246094,BA,-1726.6,-20.492096918246204
383,2022-04-27,154.4600067138672,BA,-918.52,0.0
384,1998-07-15,26.0,CAT,-1.04,-9.615384615384615
385,1998-10-16,23.5,CAT,-7.6,-3.856382978723405
386,1999-01-20,22.59375,CAT,-0.14,41.217150760719235
387,1999-04-16,31.90625,CAT,38.83,-7.639569049951033
388,1999-07-16,29.46875,CAT,-3.47,-4.878048780487809
389,1999-10-15,28.03125,CAT,0.25,-15.496098104793754
390,2000-01-21,23.6875,CAT,4.07,-15.03957783641161
391,2000-04-18,20.125,CAT,26.01,-7.919254658385089
392,2000-07-20,18.53125,CAT,4.29,-17.706576728499158
393,2000-10-17,15.25,CAT,6.9,36.88524590163935
394,2001-01-18,20.875,CAT,16.8,9.580838323353301
395,2001-04-17,22.875,CAT,-5.05,17.049178660241626
396,2001-07-17,26.774999618530273,CAT,9.94,-10.308124250996109
397,2001-10-16,24.014999389648438,CAT,-4.32,1.5198824917542764
398,2002-01-23,24.3799991607666,CAT,-1.22,16.181303273058866
399,2002-04-16,28.325000762939453,CAT,-2.54,-24.09532419808197
400,2002-07-16,21.5,CAT,-20.14,-9.860469019690221
401,2002-10-16,19.3799991607666,CAT,10.28,17.337465200481738
402,2003-01-23,22.739999771118164,CAT,29.41,13.038699131183407
403,2003-04-16,25.704999923706055,CAT,45.67,23.594633542341548
404,2003-07-17,31.770000457763672,CAT,75.57,16.98143021727685
405,2003-10-16,37.165000915527344,CAT,-16.57,10.31884566124257
406,2004-01-27,41.0,CAT,2.87,2.5609737489281637
407,2004-04-22,42.04999923706055,CAT,66.31,-12.568370852083632
408,2004-07-22,36.76499938964844,CAT,-10.79,4.759961999326823
409,2004-10-21,38.51499938964844,CAT,3.57,12.319872795220821
410,2005-01-27,43.2599983215332,CAT,-5.14,1.7568242388307453
411,2005-04-20,44.02000045776367,CAT,19.92,18.80962901679515
412,2005-07-21,52.29999923706055,CAT,7.28,-6.462717241724391
413,2005-10-21,48.91999816894531,CAT,-11.32,33.21749919916308
414,2006-01-26,65.16999816894531,CAT,8.76,18.73561366814791
